name,Sex,Team,Sport,Medal,Medal_Count
Arturo Juan Kenny y Gahan,M,Argentina,Polo,Gold,1
Artyom Aleksandrovich Khadzhibekov,M,Russia,Shooting,Gold,1
Arvid Hkan Herbert Carlsson Wallman,M,Sweden,Diving,Gold,1
Arvid Leander Andersson,M,Sweden,Tug-Of-War,Gold,1
Arvo Jaakko Haavisto,M,Finland,Wrestling,Gold,1
Arvydas Janonis,M,Soviet Union,Football,Gold,1
Arvydas Romas Sabonis,M,Soviet Union,Basketball,Gold,1
Asafa Kehine Powell,M,Jamaica,Athletics,Gold,1
Asbel Kipruto Kiprop,M,Kenya,Athletics,Gold,1
Asen Ivanov Zlatev,M,Bulgaria,Weightlifting,Gold,1
Ashleigh Johnson,F,United States,Water Polo,Gold,1
Ashleigh McIvor (-DeMerit),F,Canada,Freestyle Skiing,Gold,1
Ashley Ann Whitney,F,United States,Swimming,Gold,1
Ashley John Callus,M,Australia,Swimming,Gold,1
Asjha Takera Jones,F,United States,Basketball,Gold,1
Asl akr (-Alptekin),F,Turkey,Athletics,Gold,1
Aslanbek Vitalyevich Khushtov,M,Russia,Wrestling,Gold,1
Astier Nicolas,M,France,Equestrianism,Gold,1
Astrid Kumbernuss,F,Germany,Athletics,Gold,1
Atanas Slavchev Komshev,M,Bulgaria,Wrestling,Gold,1
Athanasia Tsoumeleka,F,Greece,Athletics,Gold,1
"Athol John ""Joe"" Earl",M,New Zealand,Rowing,Gold,1
Atina Ford (Johnston-),F,Canada,Curling,Gold,1
Atsuji Miyahara,M,Japan,Wrestling,Gold,1
Attila Czene,M,Hungary,Swimming,Gold,1
Attila Keresztes,M,Hungary,Fencing,Gold,1
Attila Mizsr,M,Hungary,Modern Pentathlon,Gold,1
Attila Repka,M,Hungary,Wrestling,Gold,1
Attila Sandr Vajda,M,Hungary,Canoeing,Gold,1
Attila Sudr,M,Hungary,Water Polo,Gold,1
Attila brahm,M,Hungary,Canoeing,Gold,1
Audley Hugh Harrison,M,Great Britain,Boxing,Gold,1
"August Casimir ""Gus"" Erker",M,Century Boat Club-1,Rowing,Gold,1
August Ludvig Lindgren,M,Denmark,Football,Gold,1
August Nilsson,M,Denmark/Sweden,Tug-Of-War,Gold,1
Auguste Paul Almire Giroux,M,Union des Socits Franais de Sports Athletiques,Rugby,Gold,1
"Augustine Azuka ""Jay-Jay"" Okocha",M,Nigeria,Football,Gold,1
Aureliano Bolognesi,M,Italy,Boxing,Gold,1
"Aurelio ""Aleardo"" Menegazzi",M,Italy,Cycling,Gold,1
Aurica Chiri-Brscu,F,Romania,Rowing,Gold,1
Aurlio Fernndez Miguel,M,Brazil,Judo,Gold,1
Austin Rhone Clapp,M,United States,Swimming,Gold,1
Avtandil Koridze,M,Soviet Union,Wrestling,Gold,1
Axel Adolf Sjblom,M,Sweden,Gymnastics,Gold,1
Axel Henry Wegner,M,East Germany,Shooting,Gold,1
Axel Johan Janse,M,Sweden,Gymnastics,Gold,1
Axel Leander Lindahl,M,Sweden,Athletics,Gold,1
Axel Mauritz Eriksson,M,Sweden,Shooting,Gold,1
Axel Reinhold Sthle,M,Sweden,Equestrianism,Gold,1
Axel Valentin Rydin,M,Sif,Sailing,Gold,1
Axel Vilhelm Teodor Cadier,M,Sweden,Wrestling,Gold,1
Axel Wilhelm Emanuel Persson,M,Sweden,Cycling,Gold,1
Ayaka Takahashi,F,Japan,Badminton,Gold,1
Ayano Shibuki (-Yaegashi),F,Japan,Volleyball,Gold,1
Ayaz Mahmood,M,Pakistan,Hockey,Gold,1
Ayumi Karino,F,Japan,Softball,Gold,1
Babett Peter,F,Germany,Football,Gold,1
"Baburao Narasappa ""Baboo"" Nimal",M,India,Hockey,Gold,1
Badri Latif,F,Germany,Hockey,Gold,1
Bahne Rabe,M,West Germany,Rowing,Gold,1
Bakhtiyar Garifulayevich Artayev,M,Kazakhstan,Boxing,Gold,1
Bakhyt Abdirakhmanovich Sarsekbayev,M,Kazakhstan,Boxing,Gold,1
Bakshish Sandhu Singh,M,India,Hockey,Gold,1
Balkrishan Singh Grewal,M,India,Hockey,Gold,1
Balzs Kiss,M,Hungary,Athletics,Gold,1
Bandu Patil,M,India,Hockey,Gold,1
Bang Su-Hyeon,F,South Korea,Badminton,Gold,1
Banner Carruthers Johnstone,M,Leander Club-1,Rowing,Gold,1
Baraladei Daniel Igali,M,Canada,Wrestling,Gold,1
"Barbara Aileen Wagner (-Grogan, -Hofman)",F,Canada-1,Figure Skating,Gold,1
Barbara Ann Cochran (-Williams),F,United States,Alpine Skiing,Gold,1
Barbara Ann Ferrell (-Edmonson),F,United States,Athletics,Gold,1
Barbara Ann Marshall,F,United States,Swimming,Gold,1
Barbara Ann Scott (-King),F,Canada,Figure Skating,Gold,1
Barbara Anne Kendall,F,New Zealand,Sailing,Gold,1
"Barbara Jane ""B. J."" Bedford (-Miller)",F,United States,Swimming,Gold,1
Barbara Lechner-Engleder,F,Germany,Shooting,Gold,1
"Barbra Mette Stockfleth ""Babben"" Enger-Damon",F,Norway,Cross Country Skiing,Gold,1
Barry John Maister,M,New Zealand,Hockey,Gold,1
Bart Jan-Baptist Marie Brentjens,M,Netherlands,Cycling,Gold,1
Bart Veldkamp,M,Netherlands,Speed Skating,Gold,1
Barton Williams Benedict Jahncke,M,United States,Sailing,Gold,1
Bashir Ahmed,M,Pakistan,Hockey,Gold,1
Bayram it,M,Turkey,Wrestling,Gold,1
Beals Coleman Wright,M,United States,Tennis,Gold,1
Beals Coleman Wright,M,United States-1,Tennis,Gold,1
Beate Schramm,F,East Germany,Rowing,Gold,1
"Beatrix ""Trixi"" Schuba",F,Austria,Figure Skating,Gold,1
Beatrix Schrer (Lehmann-),F,East Germany,Rowing,Gold,1
Beau Hoopman,M,United States,Rowing,Gold,1
Bedich upk,M,Czechoslovakia,Gymnastics,Gold,1
Begoa Va Dufresne Perea,F,Spain,Sailing,Gold,1
Behdad Salimi Kordasiabi,M,Iran,Weightlifting,Gold,1
Bekzat Seilkhanovich Sattarkhanov,M,Kazakhstan,Boxing,Gold,1
Belinda Josephine Marion Stowell,F,Australia,Sailing,Gold,1
Ben M. Sheets,M,United States,Baseball,Gold,1
Bendt Hans ke Thelning,M,Sweden,Equestrianism,Gold,1
Bengt Baron,M,Sweden,Swimming,Gold,1
Bengt Folke Bengtsson,M,Sweden,Gymnastics,Gold,1
Bengt Morberg,M,Sweden,Gymnastics,Gold,1
Bengt Tomas Holmstrm,M,Sweden,Ice Hockey,Gold,1
Bengt Valdemar Palmquist,M,Slaghoken II,Sailing,Gold,1
Beniamino Bonomi,M,Italy,Canoeing,Gold,1
Benita P. Fitzgerald-Brown (-Mosley),F,United States,Athletics,Gold,1
"Benjamin ""Ben"" Hebert",M,Canada,Curling,Gold,1
"Benjamin ""Ben"" Hunt-Davis",M,Great Britain,Rowing,Gold,1
"Benjamin Gene ""Benny"" Brown",M,United States,Athletics,Gold,1
Benjamin Jamieson,M,Winnipeg Shamrocks-1,Lacrosse,Gold,1
"Benjamin Jon ""Ben"" Rutledge",M,Canada,Rowing,Gold,1
"Benjamin Joseph ""Ben"" Bradshaw",M,United States,Wrestling,Gold,1
"Benjamin Lee ""Ben"" Peterson",M,United States,Wrestling,Gold,1
"Benjamin Marshall ""Ben"" Wildman-Tobriner",M,United States,Swimming,Gold,1
"Benjamin McLane ""Ben"" Spock",M,United States,Rowing,Gold,1
Benjamin Philip Kleibrink,M,Germany,Fencing,Gold,1
"Benjamin Richard ""Ben"" Maher",M,Great Britain,Equestrianism,Gold,1
Benkt Rudolf Norelius,M,Sweden,Gymnastics,Gold,1
Benny Tord Kohlberg,M,Sweden,Cross Country Skiing,Gold,1
Benot Pierre Peschier,M,France,Canoeing,Gold,1
Bent Peder Benjamin Rasch,M,Denmark,Canoeing,Gold,1
Bent nund Ramsfjell,M,Norway,Curling,Gold,1
Bente Nordby,F,Norway,Football,Gold,1
Bente Skari-Martinsen,F,Norway,Cross Country Skiing,Gold,1
"Berend ""Bert"" Romp",M,Netherlands,Equestrianism,Gold,1
Berit Kristine Aunli-Kvello,F,Norway,Cross Country Skiing,Gold,1
Berit Mrdre-Lammedal,F,Norway,Cross Country Skiing,Gold,1
"Bernard ""Berend"" Carp",M,Oranje,Sailing,Gold,1
Bernard Alexandre Georges Edmond de Pourtals,M,Lerina,Sailing,Gold,1
"Bernard Charles ""Bernie"" Wrightson",M,United States,Diving,Gold,1
"Bernard Francis ""Frank"" Dunster",M,Canada,Ice Hockey,Gold,1
Bernard Jules Robert Schmetz,M,France,Fencing,Gold,1
Bernard Marie  Chevallier,M,France,Equestrianism,Gold,1
Bernard Rmy Lopold Adolphe Octave Gravier,M,France,Fencing,Gold,1
Bernard Robert Malivoire,M,France,Rowing,Gold,1
"Bernard Rollen Williams, III",M,United States,Athletics,Gold,1
"Bernardus Petrus ""Bernard"" Leene",M,Netherlands,Cycling,Gold,1
Bernd Baumgart,M,East Germany,Rowing,Gold,1
Bernd Bransch,M,East Germany,Football,Gold,1
Bernd Cullmann,M,Germany,Athletics,Gold,1
Bernd Dittert,M,Germany,Cycling,Gold,1
Bernd Duvigneau,M,East Germany,Canoeing,Gold,1
Bernd Eichwurzel,M,East Germany,Rowing,Gold,1
Bernd Gerhard Kannenberg,M,West Germany,Athletics,Gold,1
Bernd Hing,M,East Germany,Rowing,Gold,1
Bernd Jkel,M,East Germany,Sailing,Gold,1
Bernd Jkel,M,Germany,Sailing,Gold,1
Bernd Klingner,M,West Germany,Shooting,Gold,1
Bernd Krau,M,East Germany,Rowing,Gold,1
Bernd Niesecke,M,East Germany,Rowing,Gold,1
Bernhard Britting,M,Germany,Rowing,Gold,1
Bernhard Germeshausen,M,East Germany-2,Bobsleigh,Gold,1
Bernhard Glass,M,East Germany,Luge,Gold,1
Bernhard Gruber,M,Austria,Nordic Combined,Gold,1
Bernhard Knubel,M,Germany,Rowing,Gold,1
Bernhard Lehmann,M,East Germany-1,Bobsleigh,Gold,1
Bernhard Russi,M,Switzerland,Alpine Skiing,Gold,1
Bernhoff (Bernhof-) Otelius Hansen,M,Norway,Wrestling,Gold,1
Bernt Assar Rnnlund,M,Sweden,Cross Country Skiing,Gold,1
Bernt Harry Johansson,M,Sweden,Cycling,Gold,1
Bernt Sverre Evensen,M,Norway,Speed Skating,Gold,1
Bertil Vilhelm Rnnmark,M,Sweden,Shooting,Gold,1
"Bertram Herbert Thomas ""Bert"" Bushnell",M,Great Britain,Rowing,Gold,1
Beslan Zaudinovich Mudranov,M,Russia,Judo,Gold,1
Bethanie Lynn Mattek-Sands,F,United States-2,Tennis,Gold,1
Bevan Christopher George,M,Australia,Hockey,Gold,1
Beverley Joy Whitfield,F,Australia,Swimming,Gold,1
Beverly McDonald (-Stewart),F,Jamaica,Athletics,Gold,1
Bevil Gordon d'Urban Rudd,M,South Africa,Athletics,Gold,1
Bianca Knight,F,United States,Athletics,Gold,1
Bianka Schwede (-Borrmann),F,East Germany,Rowing,Gold,1
Bino Bini,M,Italy,Fencing,Gold,1
Bir Bahadur Chettri,M,India,Hockey,Gold,1
Birger Eugen Rosengren,M,Sweden,Football,Gold,1
Birgit Peter (-Hndle),F,East Germany,Rowing,Gold,1
Birgit Peter (-Hndle),F,Germany,Rowing,Gold,1
Birgit Schtz,F,East Germany,Rowing,Gold,1
Birgit Treiber (-Beinroth),F,East Germany,Swimming,Gold,1
Birte Siech,F,East Germany,Rowing,Gold,1
Birte Weigang (-Rode),F,East Germany,Swimming,Gold,1
Biserka Vinji,F,Yugoslavia,Handball,Gold,1
Biurakn Hakhverdian,F,Netherlands,Water Polo,Gold,1
Bjarne Johnsen,M,Norway,Gymnastics,Gold,1
Bjarne Viktor Pettersen,M,Norway,Gymnastics,Gold,1
Bjrg Eva Jensen,F,Norway,Speed Skating,Gold,1
Bjrn Bergvall,M,Sirene,Sailing,Gold,1
Bjrn Bernt Ewald Ferm,M,Sweden,Modern Pentathlon,Gold,1
Bjrn Borgen Haslv,M,Denmark,Rowing,Gold,1
Bjrn Henrik Lundqvist,M,Sweden,Ice Hockey,Gold,1
Bjrn Lars Johannes Erik Ferry,M,Sweden,Biathlon,Gold,1
Blaenko Lackovi,M,Croatia,Handball,Gold,1
Blagoja Vidini,M,Yugoslavia,Football,Gold,1
Blair James H. Horn,M,Canada,Rowing,Gold,1
Blair Onslow Cochrane,M,Cobweb-1,Sailing,Gold,1
Blair Tuke,M,New Zealand,Sailing,Gold,1
Blake Pieroni,M,United States,Swimming,Gold,1
Bo Sigfrid Gabriel Lindman,M,Sweden,Modern Pentathlon,Gold,1
Bo Urban Mikael Ljungberg,M,Sweden,Wrestling,Gold,1
Bob Johannes Carolus de Jong,M,Netherlands,Speed Skating,Gold,1
Boena Srncov (-Krejcarov),F,Czechoslovakia,Gymnastics,Gold,1
Bogdan Musiol,M,East Germany-1,Bobsleigh,Gold,1
Bohdan Volodymyrovych Makuts,M,Soviet Union,Gymnastics,Gold,1
Bohumil Kudrna,M,Czechoslovakia,Canoeing,Gold,1
Bohumil Nmeek,M,Czechoslovakia,Boxing,Gold,1
Boidar Jovi,M,Croatia,Handball,Gold,1
Bong Jung-Keun,M,South Korea,Baseball,Gold,1
Boo Vuleti,M,Yugoslavia,Water Polo,Gold,1
Boris Arsenyevich Shilkov,M,Soviet Union,Speed Skating,Gold,1
Boris Borisovich Kokorev,M,Russia,Shooting,Gold,1
Boris Borisovich Melnikov,M,Soviet Union,Fencing,Gold,1
Boris Davidovich Razinsky,M,Soviet Union,Football,Gold,1
Boris Dmitriyevich Kuznetsov,M,Soviet Union,Football,Gold,1
Boris Franz Becker,M,Germany,Tennis,Gold,1
Boris Georgiyevich Kuznetsov,M,Soviet Union,Boxing,Gold,1
Boris Georgiyevich Tatushin,M,Soviet Union,Football,Gold,1
Boris Khabalovich Shukhov,M,Soviet Union,Cycling,Gold,1
Boris Louis Sanson,M,France,Fencing,Gold,1
Boris Maksovich Gurevich,M,Soviet Union,Wrestling,Gold,1
Boris Mikhaylovich Zaytsev,M,Soviet Union,Ice Hockey,Gold,1
Boris Nikolayevich Koretsky,M,Soviet Union,Fencing,Gold,1
Boris Sergeyevich Selitsky,M,Soviet Union,Weightlifting,Gold,1
Boris Viktorovich Aleksandrov,M,Soviet Union,Ice Hockey,Gold,1
Boris Yakovlevich Dubrovsky,M,Soviet Union,Rowing,Gold,1
Borislav Krastev Gidikov,M,Bulgaria,Weightlifting,Gold,1
"Borivoje ""Bora"" Kosti",M,Yugoslavia,Football,Gold,1
Borys Hryhorovych Onyshchenko,M,Soviet Union,Modern Pentathlon,Gold,1
Borys Mykhailovych Hurevych,M,Soviet Union,Wrestling,Gold,1
Borys Pavlovych Tereshchuk,M,Soviet Union,Volleyball,Gold,1
"Bradford Paul ""Brad"" Cooper",M,Australia,Swimming,Gold,1
"Bradley ""Brad"" Jacobs",M,Canada,Curling,Gold,1
Bradley Alan Lewis,M,United States,Rowing,Gold,1
"Bradley John ""Brad"" McGee",M,Australia,Cycling,Gold,1
"Bradley Michael ""Brad"" Bridgewater",M,United States,Swimming,Gold,1
"Bradley Raymond ""Brad"" Gushue",M,Canada,Curling,Gold,1
Brahim Asloum,M,France,Boxing,Gold,1
Brandon Douglas Slay,M,United States,Wrestling,Gold,1
Branislav Mitrovi,M,Serbia,Water Polo,Gold,1
Branislav Pokrajac,M,Yugoslavia,Handball,Gold,1
Branislav Simi,M,Yugoslavia,Wrestling,Gold,1
Branko Skroe,M,Yugoslavia,Basketball,Gold,1
Branko trbac,M,Yugoslavia,Handball,Gold,1
Breanna Mackenzie Stewart,F,United States,Basketball,Gold,1
Breeja Larson,F,United States,Swimming,Gold,1
Brenda Joan Phillips,F,Zimbabwe,Hockey,Gold,1
Brenda Mersereau Helser (-de Morelos),F,United States,Swimming,Gold,1
Brenda Villa,F,United States,Water Polo,Gold,1
Brendan Frederick Shanahan,M,Canada,Ice Hockey,Gold,1
Brenden Morrow,M,Canada,Ice Hockey,Gold,1
Brent Dennis Lang,M,United States,Swimming,Gold,1
Brent James Livermore,M,Australia,Hockey,Gold,1
Brent Seabrook,M,Canada,Ice Hockey,Gold,1
Brett Aitken,M,Australia,Cycling,Gold,1
Brett Daniel Lancaster,M,Australia,Cycling,Gold,1
Brian Anthony Boitano,M,United States,Figure Skating,Gold,1
Brian John Crago,M,Australia,Equestrianism,Gold,1
Brian M. Lewis,M,United States,Athletics,Gold,1
Brian Price,M,Canada,Rowing,Gold,1
Brianna Rollins,F,United States,Athletics,Gold,1
Brianne Alexandra Jenner,F,Canada,Ice Hockey,Gold,1
Bridget Parker,F,Great Britain,Equestrianism,Gold,1
Bridgette C. Gordon,F,United States,Basketball,Gold,1
Bridgette Marie Gusterson (-Ireland),F,Australia,Water Polo,Gold,1
Brigitte Ahrenholz,F,East Germany,Rowing,Gold,1
Brigitte Latrille-Gaudin,F,France,Fencing,Gold,1
Brigitte McMahon (Huber-),F,Switzerland,Triathlon,Gold,1
Brigitte Rohde (-Khn),F,East Germany,Athletics,Gold,1
Brimin Kiprop (Firmin-) Kipruto,M,Kenya,Athletics,Gold,1
Brit Pettersen (-Tofte),F,Norway,Cross Country Skiing,Gold,1
Brit Sandaune,F,Norway,Football,Gold,1
Britt Marianne Strandberg (-Lundn),F,Sweden,Cross Country Skiing,Gold,1
Britta Heidemann,F,Germany,Fencing,Gold,1
Brittney Davon Reese,F,United States,Athletics,Gold,1
Brittney Yevette Griner,F,United States,Basketball,Gold,1
"Britton Chance, Sr.",M,Complex II,Sailing,Gold,1
Bronisaw Bebel,M,Poland,Volleyball,Gold,1
Bronisaw Malinowski,M,Poland,Athletics,Gold,1
Bronte Amelia Arnold Barratt,F,Australia,Swimming,Gold,1
Bronte Campbell,F,Australia,Swimming,Gold,1
Bronwyn Mayer-Smith,F,Australia,Water Polo,Gold,1
Brooke Louise Hanson (-Clarke),F,Australia,Swimming,Gold,1
Bror Erik Alvar Bladstrm,M,Sweden,Canoeing,Gold,1
Bror Helge Gustafsson,M,Sweden,Gymnastics,Gold,1
Bror Karl Fock,M,Sweden,Athletics,Gold,1
Bror Karl Stefan rnskog,M,Sweden,Ice Hockey,Gold,1
Bror Viking Palm,M,Sweden,Wrestling,Gold,1
Bruce D. Robertson,M,Canada,Rowing,Gold,1
Bruce Ira Harlan,M,United States,Diving,Gold,1
Brunello Spinelli,M,Italy,Water Polo,Gold,1
"Bruno ""Bruninho"" Mossa de Rezende",M,Brazil,Volleyball,Gold,1
Bruno Bianchi,M,Italia,Sailing,Gold,1
Bruno Boscherie,M,France,Fencing,Gold,1
Bruno Cipolla,M,Italy,Rowing,Gold,1
Bruno Gudelj,M,Croatia,Handball,Gold,1
Bruno Julius Wagner,M,Germany,Tug-Of-War,Gold,1
Bruno Mller,M,Germany,Rowing,Gold,1
Bruno Oscar Schmidt,M,Brazil-1,Beach Volleyball,Gold,1
Bruno Venturini,M,Italy,Football,Gold,1
Bruny Surin,M,Canada,Athletics,Gold,1
Bryan Daniel Volpenhein,M,United States,Rowing,Gold,1
Bryan Ezra Tsumoru Clay,M,United States,Athletics,Gold,1
Bulcs Szkely,M,Hungary,Water Polo,Gold,1
"Burton Albert ""Burt"" Jastram",M,United States,Rowing,Gold,1
"Burwell Otis ""Bumpy"" Jones",M,United States,Swimming,Gold,1
Byeon Cheon-Sa,F,South Korea,Short Track Speed Skating,Gold,1
Cael Norman Sanderson,M,United States,Wrestling,Gold,1
Caesar J. (Cesare-) Mannelli (Rambaldi-),M,United States,Rugby,Gold,1
Cai Yalin,M,China,Shooting,Gold,1
Cai Yun,M,China-1,Badminton,Gold,1
Caia Jaqueline van Maasakker,F,Netherlands,Hockey,Gold,1
Caldwell Blackman Esselstyn,M,United States,Rowing,Gold,1
Callum Skinner,M,Great Britain,Cycling,Gold,1
"Calvin Bernard ""Cal"" Fowler",M,United States,Basketball,Gold,1
Calvin Smith,M,United States,Athletics,Gold,1
Camelia Alina Potec,F,Romania,Swimming,Gold,1
Camelia Macoviciuc-Mihalcea,F,Romania,Rowing,Gold,1
Cameron van der Burgh,M,South Africa,Swimming,Gold,1
Camilla Herrem,F,Norway,Handball,Gold,1
Camilla Ingemann Thomsen (-Haar),F,Denmark,Handball,Gold,1
Camille-Marie Manuella Muffat,F,France,Swimming,Gold,1
"Candace ""Candy"" Costie (-Burke, -Merrill)",F,United States,Synchronized Swimming,Gold,1
Candra Wijaya,M,Indonesia,Badminton,Gold,1
Cao Lei,F,China,Weightlifting,Gold,1
Cappie Marie Pondexter,F,United States,Basketball,Gold,1
Carey Price,M,Canada,Ice Hockey,Gold,1
Carin Leslie Gabarra (Jennings-),F,United States,Football,Gold,1
Carina Br,F,Germany,Rowing,Gold,1
Carina Marguerite Benninga,F,Netherlands,Hockey,Gold,1
Carina Vogt,F,Germany,Ski Jumping,Gold,1
Carl Adolf Hjalmar Bertilsson,M,Sweden,Gymnastics,Gold,1
Carl Albert Andersen,M,Norway,Gymnastics,Gold,1
Carl Alfred Erhardt,M,Great Britain,Ice Hockey,Gold,1
Carl Alfred Pedersen,M,Norway,Gymnastics,Gold,1
"Carl Anton ""Toni"" Rom",M,Germany,Rowing,Gold,1
Carl August Bjrkman,M,Sweden,Shooting,Gold,1
Carl August Herold Jansson,M,Denmark,Gymnastics,Gold,1
Carl August Hjalmar Johansson,M,Sweden,Diving,Gold,1
Carl August Leonard Lundquist,M,Sweden,Cycling,Gold,1
"Carl August Ringvold, Jr.",M,Bera,Sailing,Gold,1
"Carl August Ringvold, Sr.",M,Bera,Sailing,Gold,1
"Carl August Ringvold, Sr.",M,Irene,Sailing,Gold,1
Carl Cecil Cain,M,United States,Basketball,Gold,1
Carl Christian Due-Boje,M,Sweden,Ice Hockey,Gold,1
Carl Daniel Tjrnqvist,M,Sweden,Ice Hockey,Gold,1
Carl Ehrenfried Carlberg,M,Sweden,Gymnastics,Gold,1
Carl Erik Charpentier,M,Sweden,Gymnastics,Gold,1
Carl Eugen Ingebretsen,M,Norway,Gymnastics,Gold,1
Carl Fabian Birck,M,Sweden,Gymnastics,Gold,1
Carl Frederik Pedersen,M,Denmark,Football,Gold,1
Carl Frederik Pedersen,M,Nykjbings paa Falster,Rowing,Gold,1
Carl Gustaf Bonde,M,Sweden,Equestrianism,Gold,1
Carl Gustaf Sixtensson Lewenhaupt,M,Sweden,Equestrianism,Gold,1
Carl Gustav Thaulow,M,Magda IX,Sailing,Gold,1
Carl Heinrich Goler,M,"Germania Ruder Club, Hamburg-2",Rowing,Gold,1
Carl Henrik Zetterberg,M,Sweden,Ice Hockey,Gold,1
Carl Herbert Lindstrm,M,Sweden,Tug-Of-War,Gold,1
Carl Hrleman,M,Sweden,Gymnastics,Gold,1
Carl Johan Leonard Peterson,M,Sweden,Gymnastics,Gold,1
Carl Johan Severin Holmberg,M,Sweden,Gymnastics,Gold,1
Carl Johan Silfverstrand,M,Sweden,Gymnastics,Gold,1
Carl Jonsson,M,Sweden,Tug-Of-War,Gold,1
Carl Josef Ternstrm,M,Sweden,Athletics,Gold,1
Carl Kaltenbach,M,Germany,Tug-Of-War,Gold,1
Carl Leo Holger Nielsen,M,Denmark,Cycling,Gold,1
Carl Leopold Hellstrm,M,Kitty-1,Sailing,Gold,1
Carl Leslie Shy,M,United States,Basketball,Gold,1
Carl Lorenz,M,Germany,Cycling,Gold,1
Carl Marie Paul Blanchet de la Sablire,M,L'Aile VI,Sailing,Gold,1
Carl Martin August Mller,M,Nykjbings paa Falster,Rowing,Gold,1
Carl Martin Norberg,M,Sweden,Gymnastics,Gold,1
"Carl Oscar Goler, II",M,"Germania Ruder Club, Hamburg-2",Rowing,Gold,1
Carl Rudolf Svend Andersen,M,Denmark,Gymnastics,Gold,1
Carl Rupert Hester,M,Great Britain,Equestrianism,Gold,1
Carl Schuhmann,M,Germany,Wrestling,Gold,1
Carl Stanley Knowles,M,United States,Basketball,Gold,1
Carl Thure Henrik von Essen,M,Sweden,Fencing,Gold,1
"Carl Victor ""Vic"" Lindquist",M,Canada,Ice Hockey,Gold,1
Carl Wilhelm Folcker,M,Sweden,Gymnastics,Gold,1
Carl Yngvar Fredriksen,M,Norway,Gymnastics,Gold,1
Carl-Ebbe Andersen,M,Denmark,Rowing,Gold,1
Carla Bodendorf (Rietig-),F,East Germany,Athletics,Gold,1
Carla Overbeck (Werden-),F,United States,Football,Gold,1
Carla Renee McGhee,F,United States,Basketball,Gold,1
Carles Sanz Lpez,M,Spain,Water Polo,Gold,1
Carlheinz Neumann,M,Germany,Rowing,Gold,1
Carlien Clemens Dirkse van den Heuvel,F,Netherlands,Hockey,Gold,1
Carlo Agostoni Faini,M,Italy,Fencing,Gold,1
Carlo Biagi,M,Italy,Football,Gold,1
Carlo Galimberti,M,Italy,Weightlifting,Gold,1
Carlo Giovanni Battista Pellegrini,M,Italy,Art Competitions,Gold,1
Carlo Janka,M,Switzerland,Alpine Skiing,Gold,1
Carlo Massullo,M,Italy,Modern Pentathlon,Gold,1
Carlo Molfetta,M,Italy,Taekwondo,Gold,1
Carlo Orlandi,M,Italy,Boxing,Gold,1
Carlo Silipo,M,Italy,Water Polo,Gold,1
Carlos Alberto Tabares Padilla,M,Cuba,Baseball,Gold,1
Carlos Alberto Tvez (Martnez-),M,Argentina,Football,Gold,1
Carlos Alberto de Sousa Lopes,M,Portugal,Athletics,Gold,1
Carlos Arnoldo Salcido Flores,M,Mexico,Football,Gold,1
"Carlos Austin Boozer, Jr.",M,United States,Basketball,Gold,1
Carlos Francisco Delfino,M,Argentina,Basketball,Gold,1
Carlos Prez Rial,M,Spain,Canoeing,Gold,1
Carlton Chambers,M,Canada,Athletics,Gold,1
Carly Piper (-Ryan),F,United States,Swimming,Gold,1
Carly Rae Patterson (-Caldwell),F,United States,Gymnastics,Gold,1
Carmela Allucci,F,Italy,Water Polo,Gold,1
Carmela Schmidt (-Ertel),F,East Germany,Swimming,Gold,1
Carmelita Jeter,F,United States,Athletics,Gold,1
Carmelo Ambrosio Robledo,M,Argentina,Boxing,Gold,1
"Carmine R. ""Carmen"" Barth (DiBartolomeo-)",M,United States,Boxing,Gold,1
Carol Ann Bower,F,United States,Rowing,Gold,1
Carol Elizabeth Heiss (-Jenkins),F,United States,Figure Skating,Gold,1
Carol Huynh,F,Canada,Wrestling,Gold,1
Carol Jean Menken-Schaudt,F,United States,Basketball,Gold,1
Carola Anding (-Jacob),F,East Germany,Cross Country Skiing,Gold,1
Carola Hornig (Miseler-),F,East Germany,Rowing,Gold,1
Carola Nitschke (-Beraktschjan),F,East Germany,Swimming,Gold,1
Carola Zirzow (-Drechsler),F,East Germany,Canoeing,Gold,1
Carole Montillet-Carles,F,France,Alpine Skiing,Gold,1
Carolin Leonhardt,F,Germany,Canoeing,Gold,1
"Carolina ""Carol"" Demartini de Albuquerque",F,Brazil,Volleyball,Gold,1
"Carolina Cornelia Catharina ""Carry"" Geijssen (-Langkruis)",F,Netherlands,Speed Skating,Gold,1
Carolina Evelyn Klft,F,Sweden,Athletics,Gold,1
Carolina Mara Marn Marn,F,Spain,Badminton,Gold,1
"Caroline ""Carol"" Smith (-Macias)",F,United States,Diving,Gold,1
"Caroline Archer ""KK"" Clark",F,United States,Water Polo,Gold,1
Caroline Casaretto,F,Germany,Hockey,Gold,1
"Carolyn Brand ""Carie"" Graves",F,United States,Rowing,Gold,1
